year,month,day,ppm
2012,03,13,393.730
2012,03,20,394.700
2012,03,20,394.550
2012,03,20,394.610
2012,03,20,394.680
2012,03,27,396.230
2012,03,27,396.060
2012,03,27,395.950
2012,03,27,395.940
2012,04,03,394.950
2012,04,03,394.990
2012,04,03,395.210
2012,04,03,395.010
2012,04,10,397.030
2012,04,10,397.260
2012,04,10,397.120
2012,04,10,397.130
2012,04,17,396.410
2012,04,17,396.460
2012,04,17,396.190
2012,04,17,396.450
2012,04,24,397.290
2012,04,24,396.970
2012,04,24,397.030
2012,04,24,397.010
2012,05,01,397.320
2012,05,01,397.370
2012,05,01,397.500
2012,05,01,397.790
2012,05,08,397.650
2012,05,08,397.660
2012,05,08,399.590
2012,05,08,397.850
2012,05,14,397.910
2012,05,14,397.550
2012,05,14,397.570
2012,05,14,397.960
2012,05,22,396.050
2012,05,22,395.980
2012,05,22,395.910
2012,05,22,395.840
2012,05,29,396.210
2012,05,29,396.170
2012,05,29,396.170
2012,05,29,396.100
2012,06,05,395.930
2012,06,05,396.830
2012,06,05,395.640
2012,06,05,395.640
2012,06,12,396.630
2012,06,12,396.500
2012,06,12,396.320
2012,06,12,396.350
2012,06,19,396.320
2012,06,19,396.450
2012,06,19,396.290
2012,06,19,396.240
2012,06,26,395.850
2012,06,26,395.740
2012,06,26,395.890
2012,06,26,395.660
2012,07,03,394.300
2012,07,03,394.230
2012,07,03,394.070
2012,07,03,394.150
2012,07,10,395.460
2012,07,10,395.190
2012,07,10,394.810
2012,07,10,394.760
2012,07,17,394.350
2012,07,17,394.160
2012,07,17,393.840
2012,07,17,393.940
2012,07,24,393.390
2012,07,24,393.490
2012,07,24,393.010
2012,07,24,392.980
2012,07,31,392.720
2012,07,31,392.800
2012,07,31,392.730
2012,07,31,392.670
2012,08,07,393.400
2012,08,07,392.880
2012,08,07,392.960
2012,08,07,392.960
2012,08,14,392.940
2012,08,14,392.890
2012,08,14,392.880
2012,08,14,392.870
2012,08,21,390.530
2012,08,21,390.850
2012,08,21,390.490
2012,08,30,391.850
2012,08,30,391.780
2012,08,30,391.490
2012,08,30,391.530
2012,09,04,391.520
2012,09,04,391.460
2012,09,04,391.340
2012,09,04,391.280
2012,09,11,391.190
2012,09,11,419.650
2012,09,11,390.960
2012,09,11,390.910
2012,09,18,390.850
2012,09,18,391.020
2012,09,18,390.730
2012,09,18,390.760
2012,09,25,390.760
2012,09,25,390.810
2012,09,25,390.870
2012,09,25,390.810
2012,10,02,390.780
2012,10,02,390.720
2012,10,02,390.730
2012,10,02,390.650
2012,10,09,390.450
2012,10,09,390.410
2012,10,09,390.620
2012,10,09,390.600
2012,10,16,390.920
2012,10,16,390.870
2012,10,16,390.700
2012,10,16,390.640
2012,10,23,391.280
2012,10,23,391.260
2012,10,23,391.150
2012,10,23,391.170
2012,10,30,391.610
2012,10,30,391.600
2012,10,30,391.540
2012,10,30,391.510
2012,11,06,391.940
2012,11,06,391.910
2012,11,06,391.850
2012,11,06,391.780
2012,11,13,392.800
2012,11,13,392.830
2012,11,13,393.040
2012,11,13,392.990
2012,11,20,393.420
2012,11,20,393.440
2012,11,20,393.280
2012,11,20,393.290
2012,11,27,395.090
2012,11,27,394.900
2012,11,27,394.980
2012,11,27,394.970
2012,12,04,393.290
2012,12,04,393.360
2012,12,04,393.260
2012,12,04,393.250
2012,12,11,394.330
2012,12,11,394.370
2012,12,11,394.270
2012,12,11,394.300
2012,12,18,395.000
2012,12,18,395.370
2012,12,18,395.390
2012,12,18,395.270
2012,12,27,394.980
2012,12,27,394.940
2012,12,27,394.940
2012,12,27,394.880
2013,01,03,394.990
2013,01,03,395.000
2013,01,03,394.940
2013,01,03,394.980
2013,01,08,395.270
2013,01,08,395.320
2013,01,08,395.190
2013,01,08,395.250
2013,01,15,395.670
2013,01,15,395.700
2013,01,15,395.610
2013,01,15,395.760
2013,01,22,395.200
2013,01,22,395.250
2013,01,22,395.390
2013,01,22,395.370
2013,01,29,396.440
2013,01,29,396.440
2013,01,29,396.470
2013,01,29,396.400
2013,02,05,397.520
2013,02,05,397.410
2013,02,05,397.350
2013,02,05,397.810
2013,02,12,395.740
2013,02,12,395.760
2013,02,12,395.840
2013,02,12,395.840
2013,02,19,397.060
2013,02,19,397.870
2013,02,19,397.290
2013,02,19,397.280
2013,02,26,396.150
2013,02,26,396.190
2013,02,26,396.220
2013,02,26,396.220
2013,03,05,398.380
2013,03,05,398.310
2013,03,05,398.720
2013,03,05,398.500
2013,03,12,396.810
2013,03,12,396.840
2013,03,12,396.750
2013,03,12,396.740
2013,03,19,398.510
2013,03,19,398.530
2013,03,19,398.340
2013,03,19,398.170
2013,03,26,397.760
2013,03,26,397.700
2013,03,26,397.700
2013,03,26,398.050
2013,04,02,399.800
2013,04,02,398.770
2013,04,02,399.270
2013,04,02,399.290
2013,04,09,398.430
2013,04,09,398.490
2013,04,09,398.370
2013,04,09,398.530
2013,04,15,397.780
2013,04,15,397.970
2013,04,15,397.630
2013,04,15,397.620
2013,04,23,398.560
2013,04,23,398.710
2013,04,23,398.540
2013,04,23,398.580
2013,04,30,399.510
2013,04,30,399.420
2013,04,30,399.530
2013,04,30,399.620
2013,05,07,399.660
2013,05,07,399.720
2013,05,07,399.940
2013,05,07,399.970
2013,05,14,399.670
2013,05,14,399.560
2013,05,14,399.950
2013,05,14,399.790
2013,05,21,400.220
2013,05,21,400.390
2013,05,21,400.250
2013,05,21,400.120
2013,05,28,400.410
2013,05,28,400.690
2013,05,28,400.590
2013,05,28,400.620
2013,06,04,399.080
2013,06,04,399.100
2013,06,04,399.430
2013,06,04,399.770
2013,06,11,398.310
2013,06,11,398.100
2013,06,11,398.390
2013,06,11,398.630
2013,06,18,398.750
2013,06,18,398.700
2013,06,18,398.740
2013,06,18,398.650
2013,06,25,399.470
2013,06,25,399.310
2013,06,25,398.630
2013,06,25,399.020
2013,07,02,398.220
2013,07,02,398.220
2013,07,02,398.080
2013,07,02,398.640
2013,07,09,398.190
2013,07,09,398.370
2013,07,09,398.170
2013,07,09,398.270
2013,07,16,397.210
2013,07,16,397.210
2013,07,16,397.600
2013,07,16,397.790
2013,07,23,396.900
2013,07,23,396.860
2013,07,23,396.730
2013,07,23,396.760
2013,07,30,396.640
2013,07,30,396.850
2013,07,30,396.330
2013,07,30,396.450
2013,08,06,394.290
2013,08,06,394.290
2013,08,06,394.570
2013,08,06,394.550
2013,08,13,395.840
2013,08,13,395.450
2013,08,13,395.190
2013,08,13,395.230
2013,08,20,394.660
2013,08,20,394.620
2013,08,20,394.140
2013,08,20,394.130
2013,08,27,395.240
2013,08,27,394.880
2013,08,27,394.740
2013,08,27,394.790
2013,09,03,394.580
2013,09,03,394.900
2013,09,03,394.650
2013,09,03,394.480
2013,09,10,394.400
2013,09,10,393.920
2013,09,10,393.590
2013,09,10,394.030
2013,09,17,393.070
2013,09,17,393.330
2013,09,17,393.160
2013,09,17,393.030
2013,09,24,393.040
2013,09,24,393.090
2013,09,24,392.990
2013,09,24,393.440
2013,10,03,393.510
2013,10,03,393.440
2013,10,03,393.750
2013,10,03,393.590
2013,10,08,393.490
2013,10,08,393.430
2013,10,08,394.810
2013,10,08,393.740
2013,10,15,393.800
2013,10,15,393.800
2013,10,15,393.870
2013,10,15,393.830
2013,10,22,394.010
2013,10,22,394.010
2013,10,22,394.000
2013,10,22,393.990
2013,10,29,394.560
2013,10,29,394.450
2013,10,29,394.560
2013,10,29,394.460
2013,11,05,394.570
2013,11,05,394.550
2013,11,05,394.670
2013,11,05,394.660
2013,11,12,395.940
2013,11,12,396.100
2013,11,12,395.900
2013,11,12,395.960
2013,11,19,394.820
2013,11,19,394.650
2013,11,19,394.600
2013,11,19,394.520
2013,11,26,396.220
2013,11,26,396.270
2013,11,26,396.910
2013,11,26,396.390
2013,12,03,396.240
2013,12,03,396.390
2013,12,03,396.100
2013,12,03,396.290
2013,12,10,396.040
2013,12,10,400.840
2013,12,10,396.110
2013,12,10,396.600
2013,12,17,399.070
2013,12,17,398.920
2013,12,17,398.680
2013,12,17,398.680
2013,12,24,397.210
2013,12,24,397.180
2013,12,24,397.190
2013,12,24,397.140
2013,12,31,397.670
2013,12,31,397.650
2013,12,31,397.680
2013,12,31,397.600
2014,01,07,397.400
2014,01,07,397.430
2014,01,07,397.540
2014,01,07,397.570
2014,01,14,397.420
2014,01,14,397.400
2014,01,14,397.440
2014,01,14,397.390
2014,01,21,398.340
2014,01,21,398.260
2014,01,21,398.150
2014,01,21,398.200
2014,01,28,399.370
2014,01,28,399.340
2014,01,30,398.140
2014,01,30,398.090
2014,02,04,398.060
2014,02,04,398.040
2014,02,04,398.180
2014,02,04,398.160
2014,02,11,397.670
2014,02,11,397.640
2014,02,11,397.710
2014,02,11,397.750
2014,02,18,398.780
2014,02,18,398.880
2014,02,18,399.600
2014,02,18,398.490
2014,02,25,397.880
2014,02,25,397.640
2014,02,25,397.530
2014,02,25,397.600
2014,03,06,399.060
2014,03,06,398.960
2014,03,06,398.970
2014,03,06,398.980
2014,03,11,399.470
2014,03,11,399.510
2014,03,11,399.630
2014,03,11,399.500
2014,03,18,401.190
2014,03,18,401.190
2014,03,18,401.290
2014,03,18,401.320
2014,03,25,399.980
2014,03,25,399.990
2014,03,25,399.760
2014,03,25,399.820
2014,04,02,400.650
2014,04,02,400.640
2014,04,02,400.620
2014,04,02,400.680
2014,04,08,401.950
2014,04,08,402.000
2014,04,08,402.150
2014,04,08,402.370
2014,04,15,401.790
2014,04,15,401.780
2014,04,15,401.790
2014,04,15,401.720
2014,04,22,401.250
2014,04,22,401.240
2014,04,22,401.290
2014,04,22,401.480
2014,04,28,402.450
2014,04,28,402.070
2014,04,28,402.050
2014,04,28,401.990
2014,05,06,402.680
2014,05,06,402.750
2014,05,06,403.020
2014,05,06,403.110
2014,05,13,401.770
2014,05,13,401.770
2014,05,13,401.700
2014,05,13,401.750
2014,05,20,402.120
2014,05,20,402.280
2014,05,20,402.090
2014,05,20,402.120
2014,05,27,401.770
2014,05,27,401.740
2014,05,27,402.270
2014,05,27,401.520
2014,06,03,402.090
2014,06,03,402.070
2014,06,03,401.870
2014,06,03,401.830
2014,06,10,402.030
2014,06,10,402.100
2014,06,10,402.080
2014,06,10,402.020
2014,06,17,401.520
2014,06,17,401.540
2014,06,17,401.220
2014,06,17,401.240
2014,06,24,400.960
2014,06,24,400.990
2014,06,24,401.130
2014,06,24,401.030
2014,07,01,400.320
2014,07,01,400.320
2014,07,01,400.440
2014,07,01,400.470
2014,07,08,399.550
2014,07,08,399.580
2014,07,08,399.580
2014,07,08,399.610
2014,07,15,398.840
2014,07,15,398.930
2014,07,15,398.750
2014,07,15,398.790
2014,07,22,398.040
2014,07,22,398.020
2014,07,22,397.970
2014,07,22,398.030
2014,07,29,397.250
2014,07,29,397.280
2014,07,29,397.160
2014,07,29,397.240
2014,08,05,397.750
2014,08,05,397.760
2014,08,05,397.950
2014,08,05,397.950
2014,08,12,397.080
2014,08,12,397.160
2014,08,12,397.130
2014,08,19,396.510
2014,08,19,396.440
2014,08,19,396.100
2014,08,19,396.030
2014,08,26,395.510
2014,08,26,395.460
2014,08,26,395.490
2014,08,26,395.340
2014,09,02,395.900
2014,09,02,395.790
2014,09,02,395.700
2014,09,02,395.770
2014,09,09,395.670
2014,09,09,395.500
2014,09,09,395.350
2014,09,09,395.350
2014,09,16,394.790
2014,09,16,394.810
2014,09,16,394.800
2014,09,16,394.840
2014,09,23,396.060
2014,09,23,395.960
2014,09,23,395.820
2014,09,23,395.890
2014,09,30,395.160
2014,09,30,395.030
2014,09,30,395.190
2014,09,30,395.190
2014,10,07,395.120
2014,10,07,395.030
2014,10,07,394.520
2014,10,07,394.570
2014,10,14,395.650
2014,10,14,395.690
2014,10,14,395.610
2014,10,14,395.590
2014,10,21,395.730
2014,10,21,395.720
2014,10,21,395.750
2014,10,21,395.820
2014,10,28,399.620
2014,10,28,399.590
2014,10,28,399.490
2014,10,28,399.520
2014,11,04,396.440
2014,11,04,396.390
2014,11,04,396.590
2014,11,04,396.540
2014,11,12,398.160
2014,11,12,398.170
2014,11,12,398.290
2014,11,12,398.240
2014,11,18,397.750
2014,11,18,397.870
2014,11,18,397.830
2014,11,18,397.780
2014,11,25,397.900
2014,11,25,397.620
2014,11,25,396.410
2014,11,25,396.590
2014,12,02,399.010
2014,12,02,399.150
2014,12,02,398.750
2014,12,02,398.640
2014,12,09,398.900
2014,12,09,399.030
2014,12,09,399.330
2014,12,09,399.020
2014,12,14,398.380
2014,12,14,398.310
2014,12,14,398.290
2014,12,14,398.350
2014,12,23,399.670
2014,12,23,399.680
2014,12,23,399.740
2014,12,23,399.740
2014,12,31,400.600
2014,12,31,400.540
2014,12,31,400.500
2014,12,31,400.500
2015,01,06,399.710
2015,01,06,399.660
2015,01,06,399.630
2015,01,06,399.670
2015,01,13,400.930
2015,01,13,400.830
2015,01,13,400.810
2015,01,13,400.790
2015,01,20,399.430
2015,01,20,399.370
2015,01,20,399.360
2015,01,20,399.360
2015,01,27,400.130
2015,01,27,400.080
2015,01,27,400.070
2015,01,27,400.070
2015,02,03,400.340
2015,02,03,400.250
2015,02,03,400.180
2015,02,03,400.200
2015,02,10,399.620
2015,02,10,399.700
2015,02,10,399.590
2015,02,10,399.610
2015,02,17,400.120
2015,02,17,399.990
2015,02,17,400.060
2015,02,17,400.090
2015,02,24,402.060
2015,02,24,402.190
2015,02,24,401.720
2015,02,24,401.500
2015,03,03,401.260
2015,03,03,401.250
2015,03,03,401.260
2015,03,03,401.150
2015,03,10,404.020
2015,03,10,404.000
2015,03,10,404.030
2015,03,10,404.020
2015,03,17,400.970
2015,03,17,401.020
2015,03,17,401.520
2015,03,17,401.450
2015,03,24,401.320
2015,03,24,401.340
2015,03,24,401.520
2015,03,24,401.530
2015,03,31,402.610
2015,03,31,402.690
2015,03,31,402.090
2015,03,31,402.150
2015,04,07,404.090
2015,04,07,404.070
2015,04,07,404.050
2015,04,07,403.940
2015,04,14,404.950
2015,04,14,404.920
2015,04,14,405.100
2015,04,14,405.080
2015,04,21,403.140
2015,04,21,403.170
2015,04,21,403.440
2015,04,21,403.170
2015,04,28,404.410
2015,04,28,404.590
2015,04,28,404.200
2015,04,28,404.240
2015,05,05,404.560
2015,05,05,404.550
2015,05,05,404.160
2015,05,05,404.040
2015,05,12,404.490
2015,05,12,404.410
2015,05,12,404.270
2015,05,12,404.280
2015,05,19,404.210
2015,05,19,404.150
2015,05,19,404.270
2015,05,19,404.150
2015,05,26,403.200
2015,05,26,403.230
2015,05,26,403.300
2015,05,26,403.260
2015,06,02,403.850
2015,06,02,403.900
2015,06,02,403.910
2015,06,02,403.780
2015,06,09,403.670
2015,06,09,403.760
2015,06,09,404.450
2015,06,09,403.500
2015,06,16,401.820
2015,06,16,401.910
2015,06,16,401.870
2015,06,16,401.800
2015,06,23,402.480
2015,06,23,402.460
2015,06,23,402.580
2015,06,23,402.510
2015,06,30,402.020
2015,06,30,402.000
2015,06,30,402.070
2015,06,30,402.080
2015,07,07,401.200
2015,07,07,401.250
2015,07,07,400.940
2015,07,07,401.020
2015,07,14,402.040
2015,07,14,402.030
2015,07,14,402.150
2015,07,14,402.100
2015,07,21,397.520
2015,07,21,397.700
2015,07,21,397.280
2015,07,21,397.120
2015,07,28,399.590
2015,07,28,399.580
2015,07,28,399.570
2015,07,28,399.700
2015,08,04,397.970
2015,08,04,398.090
2015,08,04,398.060
2015,08,04,398.070
2015,08,13,399.180
2015,08,13,399.160
2015,08,13,398.990
2015,08,13,398.880
2015,08,18,399.230
2015,08,18,399.430
2015,08,18,399.640
2015,08,18,399.340
2015,08,25,399.250
2015,08,25,399.190
2015,08,25,398.410
2015,08,25,398.440
2015,09,02,398.810
2015,09,02,398.760
2015,09,02,398.830
2015,09,02,398.840
2015,09,08,397.620
2015,09,08,397.360
2015,09,08,397.500
2015,09,08,397.400
2015,09,15,397.320
2015,09,15,397.230
2015,09,15,396.620
2015,09,15,396.600
2015,09,22,397.040
2015,09,22,396.990
2015,09,22,397.100
2015,09,22,397.090
2015,09,29,397.360
2015,09,29,397.230
2015,09,29,397.240
2015,09,29,397.160
2015,10,06,398.120
2015,10,06,397.940
2015,10,06,397.730
2015,10,06,397.730
2015,10,13,397.890
2015,10,13,397.800
2015,10,13,398.030
2015,10,13,398.040
2015,10,20,398.700
2015,10,20,398.680
2015,10,20,398.780
2015,10,20,398.660
2015,10,27,399.220
2015,10,27,399.170
2015,10,27,398.970
2015,10,27,399.100
2015,11,03,398.860
2015,11,03,398.930
2015,11,03,398.900
2015,11,03,398.950
2015,11,10,399.540
2015,11,10,399.520
2015,11,10,399.470
2015,11,10,399.590
2015,11,17,400.390
2015,11,17,400.350
2015,11,17,400.480
2015,11,17,400.440
2015,11,24,400.500
2015,11,24,400.550
2015,11,24,400.560
2015,11,24,400.650
2015,12,01,400.380
2015,12,01,400.390
2015,12,01,400.450
2015,12,01,400.430
2015,12,08,401.190
2015,12,08,401.010
2015,12,08,402.400
2015,12,08,400.740
2015,12,15,402.710
2015,12,15,402.670
2015,12,15,402.660
2015,12,15,402.670
2015,12,22,401.930
2015,12,22,401.970
2015,12,22,402.120
2015,12,22,402.110
2015,12,29,401.300
2015,12,29,401.550
2015,12,29,401.690
2015,12,29,401.650
2016,01,05,402.120
2016,01,05,402.140
2016,01,05,402.110
2016,01,05,402.190
2016,01,12,402.040
2016,01,12,401.990
2016,01,12,402.150
2016,01,12,415.210
2016,01,19,402.440
2016,01,19,402.400
2016,01,19,402.410
2016,01,19,402.400
2016,01,26,403.880
2016,01,26,403.830
2016,01,26,403.860
2016,01,26,403.910
2016,02,02,403.020
2016,02,02,402.790
2016,02,02,403.290
2016,02,02,403.450
2016,02,09,404.720
2016,02,09,404.700
2016,02,09,404.670
2016,02,09,404.840
2016,02,16,403.090
2016,02,16,403.100
2016,02,16,403.070
2016,02,16,403.010
2016,02,23,404.250
2016,02,23,404.250
2016,02,23,404.590
2016,02,23,404.420
2016,03,01,404.230
2016,03,01,404.280
2016,03,01,404.150
2016,03,01,404.840
2016,03,08,403.230
2016,03,08,403.320
2016,03,08,403.480
2016,03,08,403.520
2016,03,15,405.140
2016,03,15,405.180
2016,03,15,405.210
2016,03,15,405.190
2016,03,24,406.060
2016,03,24,405.970
2016,03,24,405.720
2016,03,24,405.610
2016,03,29,406.440
2016,03,29,406.390
2016,03,29,406.640
2016,03,29,406.420
2016,04,05,406.670
2016,04,05,406.650
2016,04,05,406.360
2016,04,05,406.390
2016,04,12,408.480
2016,04,12,408.390
2016,04,12,408.270
2016,04,12,408.490
2016,04,19,407.110
2016,04,19,407.110
2016,04,19,407.510
2016,04,19,407.570
2016,04,26,407.360
2016,04,26,407.410
2016,04,26,407.240
2016,04,26,407.240
2016,05,03,407.900
2016,05,03,408.030
2016,05,03,408.070
2016,05,03,408.240
2016,05,10,408.290
2016,05,10,408.410
2016,05,10,408.240
2016,05,10,408.240
2016,05,17,407.100
2016,05,17,407.000
2016,05,17,407.030
2016,05,17,407.060
2016,05,24,408.090
2016,05,24,407.980
2016,05,24,408.050
2016,05,24,408.000
2016,05,31,407.000
2016,05,31,407.040
2016,05,31,406.860
2016,05,31,406.970
2016,06,07,407.450
2016,06,07,407.410
2016,06,07,407.530
2016,06,07,407.450
2016,06,16,407.280
2016,06,16,407.160
2016,06,16,407.220
2016,06,16,406.990
2016,06,21,406.400
2016,06,21,406.270
2016,06,21,406.230
2016,06,21,406.240
2016,06,28,405.240
2016,06,28,405.310
2016,06,28,405.130
2016,06,28,405.070
2016,07,05,405.020
2016,07,05,405.080
2016,07,05,405.020
2016,07,05,404.950
2016,07,13,404.380
2016,07,13,404.450
2016,07,13,404.410
2016,07,13,404.410
2016,07,19,403.550
2016,07,19,403.530
2016,07,19,403.960
2016,07,19,403.870
2016,07,26,403.940
2016,07,26,403.940
2016,07,26,403.720
2016,07,26,403.700
2016,08,03,403.530
2016,08,03,403.330
2016,08,03,403.310
2016,08,03,403.270
2016,08,09,403.050
2016,08,09,403.010
2016,08,09,402.990
2016,08,09,403.010
2016,08,16,401.200
2016,08,16,401.120
2016,08,16,401.290
2016,08,16,401.290
2016,08,23,401.800
2016,08,23,401.960
2016,08,23,402.110
2016,08,23,401.870
2016,08,30,400.120
2016,08,30,400.160
2016,08,30,400.070
2016,08,30,400.100
2016,09,06,399.240
2016,09,06,399.290
2016,09,06,399.570
2016,09,06,399.460
2016,09,13,399.870
2016,09,13,399.900
2016,09,13,400.920
2016,09,13,400.800
2016,09,20,400.690
2016,09,20,400.760
2016,09,20,400.580
2016,09,20,400.680
2016,09,27,400.280
2016,09,27,400.240
2016,09,27,400.170
2016,09,27,400.080
2016,10,04,400.960
2016,10,04,400.960
2016,10,04,400.720
2016,10,04,400.860
2016,10,11,400.920
2016,10,11,400.940
2016,10,11,401.560
2016,10,11,401.530
2016,10,18,401.780
2016,10,18,401.680
2016,10,18,401.660
2016,10,18,401.600
2016,10,25,402.030
2016,10,25,401.980
2016,10,25,401.980
2016,10,25,401.960
2016,11,01,402.360
2016,11,01,402.450
2016,11,01,402.370
2016,11,01,402.400
2016,11,08,403.010
2016,11,08,403.110
2016,11,08,402.770
2016,11,08,402.790
2016,11,15,405.180
2016,11,15,405.230
2016,11,15,405.050
2016,11,15,405.030
2016,11,22,403.740
2016,11,22,403.800
2016,11,22,403.740
2016,11,22,403.750
2016,11,29,404.000
2016,11,29,403.890
2016,11,29,403.740
2016,11,29,403.740
2016,12,06,403.200
2016,12,06,403.220
2016,12,06,403.380
2016,12,06,403.320
2016,12,13,405.450
2016,12,13,405.390
2016,12,13,405.670
2016,12,13,405.670
2016,12,20,404.320
2016,12,20,404.330
2016,12,20,404.320
2016,12,20,404.310
2016,12,27,404.510
2016,12,27,404.540
2016,12,27,404.730
2016,12,27,404.610
