year,month,day,ppm
2006,02,01,381.640
2006,02,01,381.730
2006,02,08,382.230
2006,02,08,382.270
2006,02,08,382.160
2006,02,08,382.280
2006,02,15,382.660
2006,02,15,382.720
2006,02,15,382.560
2006,02,15,382.580
2006,02,22,381.950
2006,02,22,381.930
2006,02,22,381.830
2006,02,22,381.970
2006,03,01,381.540
2006,03,01,381.590
2006,03,01,381.680
2006,03,08,383.440
2006,03,08,383.000
2006,03,08,382.990
2006,03,08,383.010
2006,03,15,382.790
2006,03,15,382.850
2006,03,15,382.790
2006,03,15,382.680
2006,03,22,382.930
2006,03,22,382.920
2006,03,22,382.790
2006,03,22,382.990
2006,03,29,382.410
2006,03,29,382.440
2006,03,29,382.570
2006,03,29,382.710
2006,04,05,384.260
2006,04,05,384.270
2006,04,05,384.200
2006,04,05,384.280
2006,04,12,385.360
2006,04,12,385.310
2006,04,12,385.630
2006,04,12,385.420
2006,04,19,385.150
2006,04,19,385.050
2006,04,19,385.400
2006,04,19,385.240
2006,04,26,385.130
2006,04,26,385.110
2006,04,26,385.340
2006,04,26,385.110
2006,05,03,385.390
2006,05,03,385.360
2006,05,03,385.150
2006,05,03,385.230
2006,05,10,385.540
2006,05,10,385.550
2006,05,10,385.630
2006,05,10,385.550
2006,05,17,385.640
2006,05,17,385.570
2006,05,17,385.580
2006,05,17,385.490
2006,05,24,385.710
2006,05,24,385.750
2006,05,24,385.800
2006,05,24,385.860
2006,05,31,384.960
2006,05,31,384.980
2006,05,31,384.960
2006,05,31,384.980
2006,06,07,384.430
2006,06,07,384.390
2006,06,07,384.410
2006,06,07,384.330
2006,06,14,384.050
2006,06,14,384.070
2006,06,14,384.050
2006,06,14,384.140
2006,06,21,383.850
2006,06,21,383.800
2006,06,21,383.840
2006,06,21,383.800
2006,06,29,383.500
2006,06,29,383.500
2006,06,29,383.590
2006,06,29,383.670
2006,07,05,382.590
2006,07,05,382.590
2006,07,05,382.740
2006,07,05,382.690
2006,07,12,382.210
2006,07,12,382.200
2006,07,12,382.100
2006,07,12,381.950
2006,07,19,382.410
2006,07,19,382.250
2006,07,19,382.260
2006,07,19,382.220
2006,07,26,382.220
2006,07,26,382.090
2006,07,26,382.110
2006,07,26,382.070
2006,08,02,381.400
2006,08,02,381.410
2006,08,02,381.430
2006,08,02,381.460
2006,08,09,380.480
2006,08,09,380.010
2006,08,09,379.800
2006,08,09,379.810
2006,08,16,380.180
2006,08,16,379.940
2006,08,16,379.980
2006,08,16,380.090
2006,08,23,378.960
2006,08,23,379.050
2006,08,23,379.050
2006,08,23,378.950
2006,08,30,379.700
2006,08,30,379.740
2006,08,30,380.010
2006,08,30,379.920
2006,09,06,378.390
2006,09,06,378.570
2006,09,06,378.230
2006,09,06,378.200
2006,09,13,379.080
2006,09,13,379.060
2006,09,13,378.930
2006,09,13,379.020
2006,09,20,378.670
2006,09,20,378.470
2006,09,20,378.480
2006,09,20,378.600
2006,09,27,378.390
2006,09,27,378.410
2006,09,27,378.520
2006,09,27,378.520
2006,10,04,378.640
2006,10,04,378.630
2006,10,04,378.900
2006,10,04,378.830
2006,10,11,378.740
2006,10,11,378.920
2006,10,11,378.820
2006,10,11,379.310
2006,10,18,379.540
2006,10,18,379.480
2006,10,18,379.520
2006,10,18,379.530
2006,10,25,379.610
2006,10,25,379.430
2006,10,25,379.820
2006,10,25,379.420
2006,11,01,379.960
2006,11,01,379.880
2006,11,01,379.730
2006,11,01,379.660
2006,11,08,379.780
2006,11,08,379.840
2006,11,08,380.190
2006,11,08,380.080
2006,11,15,380.030
2006,11,15,380.120
2006,11,15,380.180
2006,11,15,380.100
2006,11,22,380.670
2006,11,22,380.610
2006,11,22,380.860
2006,11,22,380.770
2006,11,29,380.990
2006,11,29,381.150
2006,11,29,380.950
2006,11,29,380.910
2006,12,06,381.510
2006,12,06,381.510
2006,12,06,381.440
2006,12,06,381.460
2006,12,13,381.240
2006,12,13,381.270
2006,12,13,381.230
2006,12,13,381.270
2006,12,20,383.220
2006,12,20,383.040
2006,12,20,382.610
2006,12,20,382.670
2006,12,27,382.070
2006,12,27,382.010
2006,12,27,377.480
2006,12,27,344.150
2007,01,03,382.560
2007,01,03,382.480
2007,01,10,383.020
2007,01,10,383.100
2007,01,10,383.250
2007,01,10,382.900
2007,01,17,382.150
2007,01,17,382.180
2007,01,17,382.000
2007,01,17,382.120
2007,01,24,385.160
2007,01,24,385.130
2007,01,24,385.020
2007,01,24,384.900
2007,01,31,383.460
2007,01,31,383.580
2007,01,31,383.670
2007,01,31,383.690
2007,02,07,383.690
2007,02,07,383.740
2007,02,07,383.660
2007,02,07,383.840
2007,02,14,384.890
2007,02,14,384.970
2007,02,14,384.890
2007,02,14,384.920
2007,02,21,384.720
2007,02,21,384.740
2007,02,21,384.810
2007,02,21,384.800
2007,02,28,384.830
2007,02,28,384.800
2007,02,28,384.710
2007,02,28,384.550
2007,03,06,383.020
2007,03,06,382.920
2007,03,06,382.880
2007,03,06,382.850
2007,03,13,384.610
2007,03,13,384.720
2007,03,13,384.580
2007,03,13,384.570
2007,03,21,386.100
2007,03,21,385.920
2007,03,21,385.980
2007,03,21,385.900
2007,03,28,385.660
2007,03,28,385.630
2007,03,28,385.710
2007,03,28,385.960
2007,04,05,386.180
2007,04,05,385.950
2007,04,05,385.800
2007,04,05,385.800
2007,04,11,386.380
2007,04,11,386.290
2007,04,11,386.360
2007,04,11,386.460
2007,04,18,387.570
2007,04,18,387.740
2007,04,18,388.070
2007,04,18,387.800
2007,04,25,386.730
2007,04,25,386.700
2007,04,25,386.920
2007,04,25,386.780
2007,05,02,386.840
2007,05,02,386.850
2007,05,02,386.790
2007,05,02,386.520
2007,05,09,386.180
2007,05,09,386.160
2007,05,09,386.220
2007,05,09,386.350
2007,05,16,386.530
2007,05,16,386.610
2007,05,16,386.640
2007,05,16,386.520
2007,05,23,386.790
2007,05,23,387.230
2007,05,23,386.700
2007,05,23,387.270
2007,05,23,386.530
2007,05,23,387.150
2007,05,23,387.110
2007,05,23,387.030
2007,05,30,386.750
2007,05,30,386.900
2007,05,30,386.670
2007,05,30,386.770
2007,06,06,390.190
2007,06,06,387.370
2007,06,06,387.220
2007,06,06,387.230
2007,06,13,386.720
2007,06,13,386.770
2007,06,13,386.610
2007,06,13,386.700
2007,06,20,385.620
2007,06,20,385.670
2007,06,20,385.650
2007,06,20,385.140
2007,06,27,384.840
2007,06,27,384.870
2007,06,27,385.040
2007,06,27,385.140
2007,07,05,385.980
2007,07,05,385.490
2007,07,11,386.100
2007,07,11,385.990
2007,07,11,385.930
2007,07,11,385.790
2007,07,18,384.580
2007,07,18,384.420
2007,07,18,384.510
2007,07,18,385.440
2007,07,25,383.080
2007,07,25,382.980
2007,07,25,382.740
2007,07,25,383.030
2007,08,01,383.550
2007,08,01,383.550
2007,08,01,383.430
2007,08,01,383.350
2007,08,08,381.620
2007,08,08,381.600
2007,08,08,381.430
2007,08,08,381.490
2007,08,15,381.490
2007,08,15,381.470
2007,08,15,381.430
2007,08,15,381.430
2007,08,22,379.940
2007,08,22,379.790
2007,08,22,379.550
2007,08,22,379.410
2007,08,29,381.860
2007,08,29,381.860
2007,08,29,381.750
2007,08,29,381.730
2007,09,05,381.660
2007,09,05,381.580
2007,09,05,381.540
2007,09,05,381.570
2007,09,13,378.940
2007,09,13,379.020
2007,09,13,379.010
2007,09,13,378.960
2007,09,20,380.930
2007,09,20,380.820
2007,09,20,381.000
2007,09,20,380.770
2007,09,27,380.250
2007,09,27,380.270
2007,09,27,380.300
2007,09,27,379.850
2007,10,04,380.660
2007,10,04,380.640
2007,10,04,380.630
2007,10,04,380.650
2007,10,11,380.850
2007,10,11,380.830
2007,10,11,381.070
2007,10,11,380.880
2007,10,17,380.980
2007,10,17,381.050
2007,10,17,381.120
2007,10,17,381.190
2007,10,25,381.380
2007,10,25,381.370
2007,10,25,381.480
2007,10,25,381.710
2007,11,01,381.900
2007,11,01,381.980
2007,11,01,381.880
2007,11,01,381.880
2007,11,08,382.420
2007,11,08,382.300
2007,11,08,382.310
2007,11,08,382.260
2007,11,15,382.380
2007,11,15,382.410
2007,11,15,382.390
2007,11,15,382.210
2007,11,21,382.940
2007,11,21,382.940
2007,11,21,383.180
2007,11,21,383.330
2007,11,28,383.330
2007,11,28,383.430
2007,11,28,382.790
2007,11,28,382.680
2007,12,07,383.690
2007,12,07,383.680
2007,12,07,384.100
2007,12,07,384.230
2007,12,13,383.890
2007,12,13,383.940
2007,12,13,384.220
2007,12,13,383.760
2007,12,20,384.160
2007,12,20,384.190
2007,12,20,384.230
2007,12,20,384.180
2007,12,26,384.110
2007,12,26,384.310
2007,12,26,384.520
2007,12,26,384.370
2008,01,02,385.440
2008,01,02,385.380
2008,01,02,385.380
2008,01,02,385.310
2008,01,10,384.510
2008,01,10,384.470
2008,01,10,384.860
2008,01,10,384.690
2008,01,17,386.100
2008,01,17,385.880
2008,01,17,385.820
2008,01,17,385.860
2008,01,24,386.420
2008,01,24,385.980
2008,01,24,385.870
2008,01,24,385.890
2008,01,31,386.880
2008,01,31,386.790
2008,01,31,386.900
2008,01,31,386.950
2008,02,07,385.760
2008,02,07,385.680
2008,02,07,385.550
2008,02,07,385.460
2008,02,14,386.110
2008,02,14,386.130
2008,02,14,386.080
2008,02,14,386.030
2008,02,20,384.970
2008,02,20,385.080
2008,02,20,385.140
2008,02,20,385.070
2008,02,28,385.060
2008,02,28,385.070
2008,02,28,385.040
2008,02,28,384.850
2008,03,06,387.360
2008,03,06,387.400
2008,03,06,387.660
2008,03,06,387.560
2008,03,13,385.800
2008,03,13,385.620
2008,03,13,385.790
2008,03,13,385.910
2008,03,20,386.640
2008,03,20,386.310
2008,03,20,386.090
2008,03,20,386.080
2008,03,27,386.400
2008,03,27,385.980
2008,03,27,386.110
2008,03,27,386.270
2008,04,03,388.940
2008,04,03,388.900
2008,04,03,388.580
2008,04,03,388.630
2008,04,10,385.820
2008,04,10,385.810
2008,04,10,386.020
2008,04,10,385.880
2008,04,17,386.560
2008,04,17,386.570
2008,04,17,386.530
2008,04,17,386.830
2008,04,24,388.480
2008,04,24,387.840
2008,04,24,388.010
2008,04,24,387.830
2008,05,01,387.640
2008,05,01,387.600
2008,05,01,387.930
2008,05,01,387.810
2008,05,08,389.120
2008,05,08,389.120
2008,05,08,388.980
2008,05,08,389.050
2008,05,14,389.300
2008,05,14,389.630
2008,05,14,389.330
2008,05,14,389.350
2008,05,22,389.020
2008,05,22,388.990
2008,05,22,389.010
2008,05,22,389.030
2008,05,29,388.430
2008,05,29,388.390
2008,05,29,388.650
2008,05,29,388.430
2008,06,05,388.330
2008,06,05,388.300
2008,06,05,388.190
2008,06,05,388.190
2008,06,10,388.920
2008,06,10,388.920
2008,06,10,388.920
2008,06,10,388.900
2008,06,19,387.790
2008,06,19,387.790
2008,06,19,387.750
2008,06,19,387.980
2008,06,26,388.540
2008,06,26,388.480
2008,06,26,388.300
2008,06,26,388.520
2008,07,03,387.690
2008,07,03,387.710
2008,07,03,387.720
2008,07,03,387.850
2008,07,10,386.830
2008,07,10,386.870
2008,07,10,386.710
2008,07,10,386.730
2008,07,17,386.750
2008,07,17,386.400
2008,07,17,386.520
2008,07,17,386.550
2008,07,24,386.390
2008,07,24,386.660
2008,07,24,386.290
2008,07,24,386.150
2008,07,31,385.740
2008,07,31,385.670
2008,07,31,385.780
2008,07,31,385.680
2008,08,08,385.050
2008,08,08,385.110
2008,08,08,385.100
2008,08,08,385.070
2008,08,14,383.440
2008,08,14,383.150
2008,08,14,383.500
2008,08,14,383.740
2008,08,21,383.840
2008,08,21,383.660
2008,08,21,384.260
2008,08,21,383.990
2008,08,26,383.300
2008,08,26,383.300
2008,08,26,383.050
2008,08,26,382.760
2008,09,04,383.740
2008,09,04,383.740
2008,09,04,383.630
2008,09,04,383.600
2008,09,11,382.190
2008,09,11,382.130
2008,09,11,382.070
2008,09,11,382.260
2008,09,18,382.970
2008,09,18,382.810
2008,09,18,382.950
2008,09,18,382.850
2008,09,25,383.090
2008,09,25,383.140
2008,09,25,382.950
2008,09,25,383.000
2008,10,02,382.050
2008,10,02,382.100
2008,10,02,382.140
2008,10,02,382.100
2008,10,09,382.720
2008,10,09,382.640
2008,10,09,382.670
2008,10,09,382.800
2008,10,16,383.100
2008,10,16,383.090
2008,10,16,383.040
2008,10,16,383.030
2008,10,23,382.930
2008,10,23,382.890
2008,10,23,382.800
2008,10,23,382.860
2008,10,30,383.480
2008,10,30,383.320
2008,10,30,383.260
2008,10,30,383.230
2008,11,06,383.730
2008,11,06,383.640
2008,11,06,383.710
2008,11,06,383.680
2008,11,13,384.910
2008,11,13,384.970
2008,11,13,384.890
2008,11,13,384.870
2008,11,20,384.280
2008,11,20,384.290
2008,11,20,384.370
2008,11,20,384.330
2008,11,26,384.050
2008,11,26,384.390
2008,11,26,384.020
2008,11,26,384.180
2008,12,04,384.580
2008,12,04,384.580
2008,12,04,384.710
2008,12,04,384.690
2008,12,11,385.540
2008,12,11,385.500
2008,12,11,385.390
2008,12,11,385.690
2008,12,17,385.950
2008,12,17,385.660
2008,12,17,385.790
2008,12,17,385.590
2008,12,24,386.180
2008,12,24,386.240
2008,12,24,386.290
2008,12,24,386.120
2009,01,02,386.400
2009,01,02,386.300
2009,01,02,386.370
2009,01,02,386.210
2009,01,08,386.700
2009,01,08,386.420
2009,01,08,386.340
2009,01,08,386.260
2009,01,15,387.170
2009,01,15,387.080
2009,01,15,387.180
2009,01,15,387.190
2009,01,22,387.220
2009,01,22,387.510
2009,01,22,387.240
2009,01,22,387.270
2009,01,29,388.300
2009,01,29,388.030
2009,01,29,388.050
2009,01,29,388.000
2009,02,05,387.170
2009,02,05,387.140
2009,02,05,387.190
2009,02,05,387.170
2009,02,12,386.870
2009,02,12,387.070
2009,02,12,387.120
2009,02,12,387.190
2009,02,19,387.220
2009,02,19,387.240
2009,02,19,387.120
2009,02,19,387.160
2009,02,26,388.530
2009,02,26,388.520
2009,02,26,388.470
2009,02,26,388.470
2009,03,05,388.690
2009,03,05,388.680
2009,03,05,388.650
2009,03,05,388.950
2009,03,12,390.570
2009,03,12,390.510
2009,03,12,390.400
2009,03,12,390.340
2009,03,19,387.910
2009,03,19,387.980
2009,03,19,387.970
2009,03,19,387.940
2009,03,25,388.700
2009,03,25,388.690
2009,03,25,388.600
2009,03,25,388.650
2009,04,02,389.580
2009,04,02,389.520
2009,04,02,389.550
2009,04,02,389.390
2009,04,09,389.590
2009,04,09,389.650
2009,04,09,389.510
2009,04,09,389.560
2009,04,16,389.080
2009,04,16,389.030
2009,04,16,389.050
2009,04,16,389.040
2009,04,23,388.480
2009,04,23,388.500
2009,04,23,388.550
2009,04,23,388.610
2009,04,30,390.390
2009,04,30,390.370
2009,04,30,390.630
2009,04,30,390.650
2009,05,07,389.530
2009,05,07,389.480
2009,05,07,389.540
2009,05,07,389.520
2009,05,14,390.290
2009,05,14,390.180
2009,05,14,390.110
2009,05,14,390.110
2009,05,21,390.580
2009,05,21,390.590
2009,05,21,390.660
2009,05,21,390.600
2009,05,28,389.740
2009,05,28,389.740
2009,05,28,389.800
2009,05,28,389.820
2009,06,03,390.820
2009,06,03,390.700
2009,06,03,390.460
2009,06,03,390.520
2009,06,11,390.350
2009,06,11,390.290
2009,06,11,390.310
2009,06,11,390.270
2009,06,17,388.910
2009,06,17,388.870
2009,06,17,388.830
2009,06,17,388.830
2009,06,24,389.050
2009,06,24,388.980
2009,06,24,388.220
2009,06,24,388.270
2009,07,02,387.860
2009,07,02,387.890
2009,07,02,387.730
2009,07,02,387.640
2009,07,09,388.680
2009,07,09,388.770
2009,07,09,389.020
2009,07,09,388.790
2009,07,16,387.130
2009,07,16,387.040
2009,07,16,386.740
2009,07,16,386.760
2009,07,21,387.820
2009,07,21,387.790
2009,07,21,387.810
2009,07,21,387.730
2009,07,30,387.120
2009,07,30,387.160
2009,07,30,386.730
2009,07,30,386.820
2009,08,06,386.700
2009,08,06,386.800
2009,08,06,386.540
2009,08,06,386.500
2009,08,13,386.140
2009,08,13,386.320
2009,08,13,386.190
2009,08,13,386.340
2009,08,18,384.970
2009,08,18,385.060
2009,08,18,384.980
2009,08,18,384.970
2009,08,25,385.240
2009,08,25,385.260
2009,08,25,385.030
2009,08,25,388.640
2009,09,01,385.330
2009,09,01,385.420
2009,09,01,384.940
2009,09,01,384.900
2009,09,08,384.630
2009,09,08,384.770
2009,09,08,384.470
2009,09,08,384.210
2009,09,15,384.200
2009,09,15,384.300
2009,09,15,384.060
2009,09,15,384.070
2009,09,22,384.250
2009,09,22,384.220
2009,09,22,384.220
2009,09,22,384.230
2009,09,30,384.380
2009,09,30,384.410
2009,09,30,384.660
2009,09,30,384.460
2009,10,06,384.060
2009,10,06,383.930
2009,10,06,384.050
2009,10,06,384.060
2009,10,13,385.240
2009,10,13,384.730
2009,10,13,384.500
2009,10,13,384.470
2009,10,20,384.700
2009,10,20,384.780
2009,10,20,384.590
2009,10,20,384.750
2009,10,27,385.150
2009,10,27,385.080
2009,10,27,385.130
2009,10,27,385.010
2009,11,03,385.070
2009,11,03,385.000
2009,11,03,385.010
2009,11,03,384.910
2009,11,10,385.510
2009,11,10,385.420
2009,11,10,385.310
2009,11,10,385.240
2009,11,17,386.810
2009,11,17,386.830
2009,11,17,386.580
2009,11,17,386.660
2009,11,23,386.730
2009,11,23,386.740
2009,11,23,386.740
2009,11,23,386.500
2009,12,01,387.010
2009,12,01,386.970
2009,12,01,386.950
2009,12,01,386.970
2009,12,09,386.850
2009,12,09,386.880
2009,12,09,386.820
2009,12,09,386.970
2009,12,15,386.830
2009,12,15,387.160
2009,12,15,386.910
2009,12,15,387.330
2009,12,23,389.030
2009,12,23,388.680
2009,12,23,388.690
2009,12,23,388.960
2009,12,29,387.740
2009,12,29,387.820
2009,12,29,387.760
2009,12,29,387.850
2010,01,05,388.200
2010,01,05,388.270
2010,01,05,388.260
2010,01,05,388.580
2010,01,12,388.140
2010,01,12,388.110
2010,01,12,388.140
2010,01,12,388.300
2010,01,20,388.540
2010,01,20,388.540
2010,01,20,388.650
2010,01,20,388.570
2010,01,26,388.220
2010,01,26,388.210
2010,01,26,388.230
2010,01,26,388.160
2010,02,02,391.360
2010,02,02,391.190
2010,02,02,392.190
2010,02,02,391.750
2010,02,09,391.470
2010,02,09,391.330
2010,02,09,390.820
2010,02,09,390.760
2010,02,16,389.010
2010,02,16,388.870
2010,02,16,388.770
2010,02,16,388.780
2010,02,23,389.180
2010,02,23,389.110
2010,02,23,389.180
2010,02,23,389.160
2010,03,02,391.650
2010,03,02,391.650
2010,03,02,392.070
2010,03,02,392.040
2010,03,09,391.640
2010,03,09,391.440
2010,03,09,391.510
2010,03,09,391.510
2010,03,16,391.130
2010,03,16,391.130
2010,03,16,391.300
2010,03,16,391.190
2010,03,23,390.710
2010,03,23,390.690
2010,03,23,391.970
2010,03,23,391.250
2010,03,30,390.370
2010,03,30,390.410
2010,03,30,390.550
2010,03,30,390.460
2010,04,07,392.210
2010,04,07,392.240
2010,04,07,392.460
2010,04,07,392.460
2010,04,13,392.270
2010,04,13,392.220
2010,04,13,392.700
2010,04,13,392.630
2010,04,20,393.890
2010,04,20,393.810
2010,04,20,394.470
2010,04,20,393.980
2010,04,28,392.980
2010,04,28,393.050
2010,04,28,393.020
2010,04,28,393.030
2010,05,04,392.930
2010,05,04,393.070
2010,05,04,392.810
2010,05,04,392.800
2010,05,11,392.720
2010,05,11,392.750
2010,05,11,393.020
2010,05,11,392.770
2010,05,18,393.150
2010,05,18,393.140
2010,05,18,393.170
2010,05,18,393.180
2010,05,26,393.770
2010,05,26,393.690
2010,05,26,393.400
2010,05,26,393.340
2010,06,01,393.800
2010,06,01,393.810
2010,06,01,394.040
2010,06,08,393.450
2010,06,08,392.900
2010,06,08,392.990
2010,06,08,392.940
2010,06,15,391.860
2010,06,15,392.010
2010,06,15,392.240
2010,06,15,391.850
2010,06,22,391.910
2010,06,22,391.970
2010,06,22,392.100
2010,06,22,392.160
2010,06,29,391.160
2010,06,29,390.990
2010,06,29,391.200
2010,06,29,391.170
2010,07,06,390.720
2010,07,06,390.860
2010,07,06,390.840
2010,07,06,390.810
2010,07,13,389.670
2010,07,13,389.710
2010,07,13,389.840
2010,07,13,389.750
2010,07,20,389.950
2010,07,20,389.790
2010,07,20,389.880
2010,07,20,389.840
2010,07,27,389.870
2010,07,27,389.910
2010,07,27,389.970
2010,07,27,389.990
2010,08,03,388.820
2010,08,03,389.030
2010,08,03,388.800
2010,08,03,388.870
2010,08,10,389.140
2010,08,10,389.040
2010,08,10,389.070
2010,08,10,388.820
2010,08,17,387.600
2010,08,17,387.520
2010,08,17,387.820
2010,08,17,387.920
2010,08,24,386.950
2010,08,24,387.030
2010,08,24,387.110
2010,08,24,387.070
2010,08,31,386.720
2010,08,31,386.780
2010,08,31,386.870
2010,08,31,386.680
2010,09,07,385.550
2010,09,07,385.690
2010,09,07,385.370
2010,09,07,385.410
2010,09,14,387.010
2010,09,14,386.940
2010,09,14,387.000
2010,09,14,387.090
2010,09,21,386.530
2010,09,21,386.370
2010,09,21,386.320
2010,09,21,386.350
2010,09,28,386.820
2010,09,28,386.790
2010,09,28,386.890
2010,09,28,386.850
2010,10,05,386.820
2010,10,05,386.850
2010,10,05,386.920
2010,10,05,386.850
2010,10,12,386.900
2010,10,12,386.980
2010,10,12,386.680
2010,10,12,386.680
2010,10,19,387.180
2010,10,19,387.230
2010,10,19,387.310
2010,10,19,387.290
2010,10,26,387.690
2010,10,26,387.620
2010,10,26,387.870
2010,10,26,387.890
2010,11,02,387.850
2010,11,02,387.920
2010,11,02,387.990
2010,11,02,388.030
2010,11,09,388.230
2010,11,09,388.440
2010,11,09,388.690
2010,11,09,388.580
2010,11,16,388.610
2010,11,16,389.280
2010,11,16,388.530
2010,11,16,388.530
2010,11,23,389.070
2010,11,23,389.070
2010,11,23,389.240
2010,11,23,389.490
2010,11,30,389.860
2010,11,30,389.840
2010,11,30,389.820
2010,11,30,389.780
2010,12,07,389.730
2010,12,07,389.860
2010,12,07,389.830
2010,12,07,389.720
2010,12,14,389.360
2010,12,14,389.370
2010,12,14,389.360
2010,12,14,389.410
2010,12,21,390.500
2010,12,21,390.490
2010,12,21,390.420
2010,12,21,390.350
2010,12,28,389.590
2010,12,28,389.600
2010,12,28,389.790
2010,12,28,389.760
2011,01,04,391.740
2011,01,04,391.770
2011,01,04,391.910
2011,01,04,391.850
2011,01,11,391.220
2011,01,11,391.160
2011,01,11,391.210
2011,01,11,391.170
2011,01,18,392.920
2011,01,18,392.860
2011,01,18,393.150
2011,01,18,393.100
2011,01,25,391.010
2011,01,25,390.980
2011,01,25,391.230
2011,01,25,391.390
2011,02,01,392.610
2011,02,01,392.480
2011,02,01,392.680
2011,02,01,392.780
2011,02,08,391.970
2011,02,08,392.020
2011,02,08,391.870
2011,02,08,391.970
2011,02,15,391.840
2011,02,15,391.830
2011,02,15,391.600
2011,02,15,391.530
2011,02,22,391.900
2011,02,22,391.940
2011,02,22,391.920
2011,02,22,391.780
2011,03,01,392.680
2011,03,01,392.710
2011,03,01,392.550
2011,03,01,392.570
2011,03,05,393.080
2011,03,05,393.110
2011,03,05,393.620
2011,03,05,393.630
2011,03,09,391.630
2011,03,09,391.650
2011,03,09,391.370
2011,03,09,391.370
2011,03,15,392.040
2011,03,15,392.260
2011,03,15,392.310
2011,03,15,392.220
2011,03,22,392.020
2011,03,22,391.980
2011,03,22,392.050
2011,03,22,391.980
2011,03,29,394.280
2011,03,29,394.150
2011,03,29,394.200
2011,03,29,394.180
2011,04,12,393.460
2011,04,12,393.560
2011,04,12,393.780
2011,04,19,392.930
2011,04,19,392.950
2011,04,19,393.220
2011,04,19,392.860
2011,04,26,395.210
2011,04,26,395.210
2011,04,26,394.730
2011,04,26,394.750
2011,05,03,393.430
2011,05,03,393.380
2011,05,03,393.710
2011,05,03,393.500
2011,05,10,392.470
2011,05,10,392.440
2011,05,10,392.810
2011,05,10,392.550
2011,05,17,395.210
2011,05,17,395.110
2011,05,17,395.680
2011,05,17,395.450
2011,05,24,395.230
2011,05,24,395.230
2011,05,24,395.210
2011,05,24,395.110
2011,05,31,394.160
2011,05,31,394.130
2011,05,31,394.550
2011,05,31,394.260
2011,06,07,394.250
2011,06,07,394.790
2011,06,07,394.310
2011,06,07,394.840
2011,06,14,393.820
2011,06,14,393.830
2011,06,14,393.580
2011,06,14,393.610
2011,06,21,393.970
2011,06,21,393.420
2011,06,21,393.280
2011,06,21,393.360
2011,06,28,392.500
2011,06,28,392.480
2011,06,28,392.400
2011,06,28,392.410
2011,07,05,393.170
2011,07,05,393.130
2011,07,05,393.260
2011,07,12,393.070
2011,07,12,393.050
2011,07,12,393.410
2011,07,12,393.290
2011,07,19,391.650
2011,07,19,391.640
2011,07,19,392.020
2011,07,19,391.870
2011,07,26,392.320
2011,07,26,392.520
2011,07,26,392.220
2011,07,26,392.190
2011,08,02,391.460
2011,08,02,392.020
2011,08,02,391.260
2011,08,02,391.290
2011,08,09,390.800
2011,08,09,390.840
2011,08,09,390.640
2011,08,09,390.420
2011,08,17,390.040
2011,08,17,390.220
2011,08,17,390.100
2011,08,17,390.080
2011,08,23,389.350
2011,08,23,389.200
2011,08,23,389.380
2011,08,23,389.760
2011,08,30,388.500
2011,08,30,388.550
2011,08,30,388.300
2011,08,30,388.370
2011,09,06,387.560
2011,09,06,387.640
2011,09,06,387.010
2011,09,06,387.080
2011,09,13,388.470
2011,09,13,388.460
2011,09,13,388.570
2011,09,13,388.460
2011,09,19,389.490
2011,09,19,389.350
2011,09,19,389.390
2011,09,19,389.330
2011,09,27,388.700
2011,09,27,388.960
2011,09,27,388.670
2011,09,27,388.650
2011,10,04,389.210
2011,10,04,389.180
2011,10,04,389.290
2011,10,04,389.290
2011,10,11,389.160
2011,10,11,388.880
2011,10,11,388.820
2011,10,11,388.790
2011,10,18,388.960
2011,10,18,389.200
2011,10,18,388.860
2011,10,18,389.350
2011,10,25,389.340
2011,10,25,389.430
2011,10,25,389.310
2011,10,25,389.250
2011,11,01,389.890
2011,11,01,389.950
2011,11,01,389.720
2011,11,01,389.670
2011,11,08,389.940
2011,11,08,390.040
2011,11,08,390.090
2011,11,08,389.910
2011,11,15,390.510
2011,11,15,390.380
2011,11,15,390.440
2011,11,15,390.410
2011,11,22,390.610
2011,11,22,390.850
2011,11,22,390.840
2011,11,22,390.680
2011,11,29,391.300
2011,11,29,391.260
2011,11,29,391.070
2011,12,06,391.480
2011,12,06,391.240
2011,12,06,391.590
2011,12,06,391.400
2011,12,13,391.890
2011,12,13,391.790
2011,12,13,391.820
2011,12,13,391.840
2011,12,20,392.350
2011,12,20,392.290
2011,12,20,392.430
2011,12,20,392.320
2011,12,27,392.520
2011,12,27,392.570
2011,12,27,392.450
2011,12,27,392.440
2012,01,03,392.920
2012,01,03,392.900
2012,01,03,392.700
2012,01,03,392.780
2012,01,10,394.010
2012,01,10,394.210
2012,01,10,394.040
2012,01,10,394.280
2012,01,17,392.450
2012,01,17,392.950
2012,01,17,392.320
2012,01,17,392.390
2012,01,24,393.530
2012,01,24,393.870
2012,01,24,393.300
2012,01,24,393.240
2012,01,31,392.870
2012,01,31,392.590
2012,01,31,392.470
2012,01,31,392.400
2012,02,07,391.780
2012,02,07,391.890
2012,02,07,392.110
2012,02,07,391.970
2012,02,14,393.530
2012,02,14,393.370
2012,02,14,393.400
2012,02,14,393.420
2012,02,23,394.730
2012,02,23,394.720
2012,02,23,394.380
2012,02,23,394.410
2012,02,28,393.720
2012,02,28,393.740
2012,02,28,393.640
2012,02,28,393.680
2012,03,06,393.280
2012,03,06,393.280
2012,03,06,393.710
2012,03,06,393.200
2012,03,13,394.230
2012,03,13,393.770
